run_s,ccdf
4.25319070681382,0.0525488380522427
4.370103506887361,0.049157753126347084
4.490230036079406,0.045985501906407156
4.613658634202537,0.04301796260193141
4.740480069376839,0.04024192473070133
4.870787604779793,0.03764503031016937
5.004677067231126,0.03521571884389518
5.142246917662815,0.03294317585812284
5.2835983235262765,0.030817284759397604
5.428835233189816,0.028828581798911016
5.578064452381256,0.026968213943088112
5.731395722731727,0.0252278994628742
5.88894180247855,0.023599891066275254
6.05081854938644,0.022076941410032407
6.217145005948186,0.02065227083689789
6.388043486927223,0.01931953719489248
6.563639669306675,0.018072807604187707
6.744062684710861,0.016906532045930015
6.929445214367448,0.015815518655431696
7.119923586679795,0.014794910609744062
7.315637877481495,0.013840164506722697
7.516732013046638,0.012947030139336624
7.723353875931794,0.01211153157518242
7.935655413727276,0.011329949456976917
8.153792750797852,0.01059880444523528
8.377926303094933,0.009914841729427547
8.608220896124918,0.009275016538661649
8.844845886160096,0.008676480587392493
9.08797528478155,0.008116569395817074
9.3377878868454,0.007592790428510945
9.594467401966819,0.007102811998502459
9.858202589618106,0.0066444528873905034
10.12918739794051,0.006215672635297116
10.407621106371607,0.005814562457429765
10.69370847219347,0.005439336746816225
10.987659881108984,0.005088325125385873
11.289691501957368,0.004759965008010895
11.600025445682427,0.004452794646405392
11.91888992867078,0.0041654466219158285
12.246519440579762,0.003896641758235333
12.583154916778742,0.0036451834269429976
12.929043915530416,0.0034099522205185704
13.284440800042749,0.003189900969118326
13.649606925524997,0.0029840500789288325
14.024810831385544,0.002791483171346347
14.410328438713183,0.002611343003568844
14.806443253186535,0.002442827652440783
15.213446573561264,0.002285186944562182
15.631637705888059,0.0021377191167701736
16.0613241836194,0.0019997676921264694
16.502821993766393,0.001870718557503906
16.956455809272388,0.0017499972297623048
17.42255922777402,0.0016370662983436843
17.901475016925662,0.0015314230329020035
18.3935553664671,0.0014325971453175738
18.899162147220295,0.001340148696133253
19.418667177205336,0.0012536661360926667
19.952452495071785,0.0011727644740619453
20.50091064104583,0.0010970835631793194
21.06444494560041,0.0010262864976029711
21.643469826060088,0.0009600581127200996
22.238411091359588,0.0008981035821405222
22.849706255179093,0.0008401471052292389
23.477804857687406,0.0007859306793351878
24.12316879612897,0.0007352129512506426
24.78627266449862,0.0006877681427882626
25.46760410255296,0.000643385045692913
26.167664154415675,0.0006018660814138743
26.88696763704004,0.0005630264215519121
27.62604351880032,0.0005266931650656794
28.385435308489434,0.0004927045685747195
29.165701455009863,0.00046090932633258494
29.96741575805097,0.0004311658966647919
30.79116779005574,0.00040334187187309937
31.63756332978606,0.00037731338880118856
32.50722480780628,0.00035296457743774133
33.400791764211995,0.0003301870451023113
34.318921318941655,0.00030887939391772577
35.26228865501551,0.0002889467694210082
36.2315875150584,0.0002703004383033582
37.22753071147065,0.0002528573933994495
38.250850650623406,0.0002365399841675715
39.30229987146244,0.00022127557101566162
40.38265159891771,0.00020699620193438497
41.49270031252466,0.00019363830999775483
42.63326233067691,0.00018114243038465057
43.80517641093765,0.00016945293566153626
45.00930436685401,0.00015851778814791637
46.24653170172543,0.0001482883082621709
47.517768259793925,0.0001387189578165052
48.82394889533375,0.00012976713729632864
50.16603416013418,0.00012139299622160649
51.54501100987904,0.0001135592557459915
52.96189352994393,0.00010623104270399542
54.41772368114376,9.937573436744285e-05
55.91357206598067,9.296281322010533e-05
57.45053871595357,8.696373110403383e-05
59.029753900510315,8.135178213280506e-05
